Country,Year,Avg_Temperature,Rainfall_mm,Sea_Level,CO2
Eritrea,1994,15.64,359.0,184.5,0.3664221876450001
Eritrea,1995,15.77,360.8,184.5,0.386475833299407
Eritrea,1996,15.67,362.7,184.5,0.3989441244473986
Eritrea,1997,15.53,364.5,184.5,0.3575033569918381
Eritrea,1998,15.68,366.4,184.5,0.2640696515354189
Eritrea,1999,15.67,368.2,184.5,0.287611358735757
Eritrea,2000,15.74,370.1,184.5,0.2614419554853797
Eritrea,2001,15.47,372.0,184.5,0.2907640459090004
Eritrea,2002,15.82,373.8,184.5,0.2192598852621038
Eritrea,2003,15.85,375.7,184.5,0.3106017635004856
Eritrea,2004,15.84,377.5,184.5,0.2469637904073728
Eritrea,2005,15.79,379.4,184.5,0.210588878896911
Eritrea,2006,15.54,381.2,184.5,0.1759121453241449
Eritrea,2007,15.83,383.1,184.5,0.165910255453057
Eritrea,2008,16.01,384.9,184.5,0.1653609419901933
Eritrea,2009,15.74,386.8,184.5,0.1581578642898223
Eritrea,2010,15.59,388.6,184.5,0.1548718580616425
Eritrea,2011,15.67,390.5,184.5,0.1915431921923644
Eritrea,2012,15.97,392.3,184.5,0.1927141138955965
Eritrea,2013,15.99,394.2,184.5,0.1705761657232989
Eritrea,2014,16.09,396.0,184.5,0.1922286061076645
Eritrea,2015,15.97,397.9,184.5,0.1719730792660859
Eritrea,2016,15.77,399.8,184.5,0.1695960235534592
Eritrea,2017,15.89,401.6,184.5,0.1858715643713486
Eritrea,2018,16.15,403.5,184.5,0.17947774671275
Eritrea,2019,16.07,405.3,184.5,0.1932670541932794
Eritrea,2020,16.16,407.2,184.5,0.2048868809255433
Eritrea,2021,16.15,409.0,184.5,0.1981049957685935
Eritrea,2022,16.07,410.9,184.5,0.2040112508465427
Estonia,1992,15.53,582.2,184.5,0.009647181011522916
Estonia,1993,15.86,585.1,184.5,0.010712458279933772
Estonia,1994,15.66,588.0,184.5,0.009877234669828294
Estonia,1995,15.59,590.9,184.5,0.011086404227353299
Estonia,1996,15.7,593.9,184.5,0.010894993719590693
Estonia,1997,15.68,596.8,184.5,0.010894810268506907
Estonia,1998,15.34,599.7,184.5,0.010625675804244788
Estonia,1999,15.78,602.6,184.5,0.011343045612826121
Estonia,2000,15.98,605.6,184.5,0.011210594613803897
Estonia,2001,15.6,608.5,184.5,0.011081312061736829
Estonia,2002,15.96,611.4,184.5,0.01135806954809978
Estonia,2003,15.72,614.3,184.5,0.01184287491509268
Estonia,2004,15.82,617.2,184.5,0.012302538091752841
Estonia,2005,15.95,620.2,184.5,0.01189033007725059
Estonia,2006,15.7,623.1,184.5,0.012889434655199393
Estonia,2007,16.02,626.0,184.5,0.012469866185192911
Estonia,2008,15.67,628.9,184.5,0.011915473849745048
Estonia,2009,15.73,631.8,184.5,0.01239877230173603
Estonia,2010,15.79,634.8,184.5,0.013101125948114774
Estonia,2011,16.0,637.7,184.5,0.012967772036910217
Estonia,2012,15.87,640.6,184.5,0.013532359005791158
Estonia,2013,15.71,643.5,184.5,0.01323571192363944
Estonia,2014,15.92,646.4,184.5,0.014132089666763036
Estonia,2015,15.86,649.4,184.5,0.014659376259246966
Estonia,2016,16.1,652.3,184.5,0.014449079740195152
Estonia,2017,15.96,655.2,184.5,0.014661689864123351
Estonia,2018,16.04,658.1,184.5,0.01474347804748961
Estonia,2019,15.99,661.1,184.5,0.015111306221837277
Estonia,2020,16.13,664.0,184.5,0.01456947965921837
Estonia,2021,16.05,666.9,184.5,0.015254948992630774
Estonia,2022,16.15,669.8,184.5,0.01582281543863001
Eswatini,1961,14.61,732.8,,0.0
Eswatini,1962,15.03,734.6,,0.0079709296725651
Eswatini,1963,15.1,736.5,,0.0232675925483168
Eswatini,1964,15.02,738.3,,0.026686206190197
Eswatini,1965,15.17,740.1,,0.2223884220522268
Eswatini,1966,15.2,741.9,,0.5165148329267052
Eswatini,1967,15.3,743.7,,0.5360822656859277
Eswatini,1968,15.14,745.5,,0.662510028504202
Eswatini,1969,14.86,747.3,,0.708153422059478
Eswatini,1970,14.82,749.1,,0.8313007527004835
Eswatini,1971,14.94,750.9,,0.8895998613113131
Eswatini,1972,15.19,752.7,,0.8214278597588783
Eswatini,1973,15.19,754.5,,0.7570438732035515
Eswatini,1974,15.28,756.4,,0.6333934732895914
Eswatini,1975,15.16,758.2,,0.676760995832538
Eswatini,1976,15.16,760.0,,0.6238965854787006
Eswatini,1977,15.37,761.8,,0.6315058176807734
Eswatini,1978,15.4,763.6,,0.7685813647867572
Eswatini,1979,15.29,765.4,,0.77884277296984
Eswatini,1980,15.34,767.2,,0.7715931611570943
Eswatini,1981,15.42,769.0,,0.7116807796691429
Eswatini,1982,15.45,770.8,,0.6827991378701912
Eswatini,1983,15.23,772.6,,0.4041934600369644
Eswatini,1984,15.31,774.4,,0.506997328927979
Eswatini,1985,15.25,776.2,,0.6192440292662965
Eswatini,1986,15.37,778.1,,0.6380174424868067
Eswatini,1987,15.59,779.9,,0.5683486176949117
Eswatini,1988,15.57,781.7,,0.5505435353687266
Eswatini,1989,15.34,783.5,,0.5272460622339633
Eswatini,1990,15.6,785.3,,1.1017909614927732
Eswatini,1991,15.55,787.1,,0.9509639995760536
Eswatini,1992,15.48,788.9,,0.8988522628899259
Eswatini,1993,15.37,790.7,,0.7457209213963395
Eswatini,1994,15.57,792.5,,1.104609347457152
Eswatini,1995,15.72,794.3,,1.0742629079257122
Eswatini,1996,15.31,796.1,,0.8050509256906366
Eswatini,1997,15.59,797.9,,1.1302060075197475
Eswatini,1998,16.01,799.8,,1.1264394421265929
Eswatini,1999,15.79,801.6,,1.2061470931687064
Eswatini,2000,15.74,803.4,,1.170532179795252
Eswatini,2001,15.61,805.2,,1.0363012198144108
Eswatini,2002,15.64,807.0,,1.0126126815951564
Eswatini,2003,15.74,808.8,,0.9381870529596652
Eswatini,2004,16.02,810.6,,0.9182085600924956
Eswatini,2005,15.86,812.4,,0.937227652076727
Eswatini,2006,15.68,814.2,,0.9533775146961976
Eswatini,2007,16.01,816.0,,0.9608774749751224
Eswatini,2008,15.8,817.8,,0.919297437921718
Eswatini,2009,16.12,819.6,,0.9486371978024218
Eswatini,2010,15.8,821.5,,0.9008357318664412
Eswatini,2011,15.75,823.3,,0.8523721530658501
Eswatini,2012,15.95,825.1,,0.974529838894665
Eswatini,2013,16.09,826.9,,1.1521239549202502
Eswatini,2014,16.11,828.7,,0.6738725147564608
Eswatini,2015,16.0,830.5,,0.7447762218911722
Eswatini,2016,15.84,832.3,,0.8851634602118814
Eswatini,2017,15.93,834.1,,0.8254757652889694
Eswatini,2018,15.73,835.9,,0.872567642336775
Eswatini,2019,15.91,837.7,,0.9167213386424876
Eswatini,2020,16.04,839.5,,0.8396934375001708
Eswatini,2021,16.14,841.4,,0.816357385215339
Eswatini,2022,16.05,843.2,,0.8346621506035385
Ethiopia,1993,15.57,788.6,,0.0586183870848312
Ethiopia,1994,15.54,792.7,,0.0327637265469972
Ethiopia,1995,15.73,796.8,,0.0553503271958319
Ethiopia,1996,15.5,800.9,,0.0473245431620968
Ethiopia,1997,15.77,805.0,,0.0441215774850147
Ethiopia,1998,15.96,809.1,,0.0570759725696088
Ethiopia,1999,15.76,813.2,,0.0411701821767368
Ethiopia,2000,15.62,817.3,,0.0647958160678229
Ethiopia,2001,15.64,821.4,,0.0569690597765936
Ethiopia,2002,15.92,825.5,,0.0451584634141355
Ethiopia,2003,15.59,829.6,,0.0707740190824046
Ethiopia,2004,15.63,833.7,,0.064434588002959
Ethiopia,2005,15.62,837.8,,0.0714711959993459
Ethiopia,2006,15.62,841.9,,0.0739029117631236
Ethiopia,2007,15.67,846.0,,0.0686721627300895
Ethiopia,2008,15.97,850.0,,0.0861943880674565
Ethiopia,2009,16.03,854.1,,0.0849260606593126
Ethiopia,2010,15.78,858.2,,0.0794374011191405
Ethiopia,2011,15.93,862.3,,0.0767985657315296
Ethiopia,2012,16.03,866.4,,0.0663146454684064
Ethiopia,2013,15.95,870.5,,0.1035010264537387
Ethiopia,2014,15.81,874.6,,0.1051918977909148
Ethiopia,2015,15.75,878.7,,0.1187442254629992
Ethiopia,2016,16.14,882.8,,0.1259539273199033
Ethiopia,2017,16.08,886.9,,0.1315078383860076
Ethiopia,2018,16.11,891.0,,0.1377732966406841
Ethiopia,2019,15.88,895.1,,0.1463745357952113
Ethiopia,2020,16.1,899.2,,0.1425539578041072
Ethiopia,2021,16.18,903.3,,0.1314407188874208
Ethiopia,2022,16.15,907.4,,0.1386467294148994
Fiji,1961,14.89,2410.6,130.2,0.3878416256916115
Fiji,1962,15.17,2416.5,132.3,0.5386080625041652
Fiji,1963,14.81,2422.5,134.4,0.5632538716750993
Fiji,1964,15.19,2428.4,136.5,0.9401345374408522
Fiji,1965,15.23,2434.4,138.6,0.7456994763713432
Fiji,1966,15.33,2440.3,140.7,0.6785410999975413
Fiji,1967,15.06,2446.3,142.8,0.7061444798549884
Fiji,1968,14.98,2452.2,144.9,0.768529213483639
Fiji,1969,15.26,2458.2,147.0,0.8298630732380615
Fiji,1970,15.06,2464.1,149.1,0.975887752197578
Fiji,1971,15.19,2470.0,151.2,1.0188913806740214
Fiji,1972,15.15,2476.0,153.3,1.0416736218994676
Fiji,1973,15.08,2481.9,155.4,1.1375426453941342
Fiji,1974,15.28,2487.9,157.5,1.1785633635970842
Fiji,1975,15.04,2493.8,159.6,1.075992167369373
Fiji,1976,15.36,2499.8,161.7,0.8339383202206276
Fiji,1977,15.14,2505.7,163.8,1.273438419113048
Fiji,1978,15.05,2511.7,165.9,1.1554069470925452
Fiji,1979,15.32,2517.6,168.0,1.3413768749420014
Fiji,1980,15.41,2523.6,170.1,1.2214269945522869
Fiji,1981,15.45,2529.5,172.2,1.653737755455246
Fiji,1982,15.5,2535.5,174.3,1.2460613530128442
Fiji,1983,15.04,2541.4,176.4,1.0409488075965951
Fiji,1984,15.26,2547.4,178.5,0.8177513239372493
Fiji,1985,15.45,2553.3,180.6,0.7940520152879007
Fiji,1986,15.68,2559.3,182.7,0.7894853301081838
Fiji,1987,15.59,2565.2,184.8,0.6402304891078812
Fiji,1988,15.77,2571.2,186.9,0.7178039648893219
Fiji,1989,15.43,2577.1,189.0,0.8152105782941803
Fiji,1990,15.56,2583.1,191.1,1.0357656095919008
Fiji,1991,15.38,2589.0,193.2,0.8346490246318188
Fiji,1992,15.5,2595.0,195.3,0.915785994353866
Fiji,1993,15.47,2600.9,197.4,0.9186609131084528
Fiji,1994,15.5,2606.9,199.5,0.9063999009164734
Fiji,1995,15.55,2612.8,201.6,0.9090245728849068
Fiji,1996,15.63,2618.8,203.7,1.0042833883943587
Fiji,1997,15.65,2624.7,205.8,0.9533380723347356
Fiji,1998,15.75,2630.7,207.9,0.909642163081708
Fiji,1999,15.71,2636.6,210.0,0.907261057842394
Fiji,2000,15.65,2642.6,212.1,0.975817238100113
Fiji,2001,15.64,2648.5,214.2,1.1587632957820797
Fiji,2002,15.69,2654.5,216.3,0.9649586309842574
Fiji,2003,15.69,2660.4,218.4,1.1714980100041053
Fiji,2004,15.85,2666.4,220.5,1.5123883784902612
Fiji,2005,15.92,2672.3,222.6,1.1473782722058452
Fiji,2006,16.0,2678.3,224.7,1.2975256487213829
Fiji,2007,15.71,2684.2,226.8,1.225278578641475
Fiji,2008,15.92,2690.2,228.9,0.8955311506234513
Fiji,2009,15.66,2696.1,231.0,0.7891892645566949
Fiji,2010,15.94,2702.1,233.1,1.1193774417750733
Fiji,2011,16.06,2708.0,235.2,1.0107109923008293
Fiji,2012,15.9,2714.0,237.3,0.9880193361543484
Fiji,2013,16.1,2719.9,239.4,1.1228853661556646
Fiji,2014,15.78,2725.8,241.5,1.2897347343750412
Fiji,2015,15.84,2731.8,243.6,1.6050458046560878
Fiji,2016,15.97,2737.7,245.7,1.4649532448316316
Fiji,2017,16.16,2743.7,247.8,1.5709876184163254
Fiji,2018,15.97,2749.6,249.9,1.6214451524228493
Fiji,2019,15.98,2755.6,252.0,1.6555595638478084
Fiji,2020,15.92,2761.5,254.1,1.4843190887482467
Fiji,2021,16.11,2767.5,256.2,1.1828110660967497
Fiji,2022,16.29,2773.4,258.3,1.5105359089656536
Finland,1961,15.11,498.5,62.0,3.339901197915674
Finland,1962,15.12,499.7,63.0,3.739775812907918
Finland,1963,15.01,500.9,64.0,3.754192639025822
Finland,1964,14.97,502.2,65.0,3.738174247365252
Finland,1965,15.17,503.4,66.0,3.751096174191314
Finland,1966,15.09,504.6,67.0,3.747115985703474
Finland,1967,15.08,505.9,68.0,3.746836219614477
Finland,1968,15.26,507.1,69.0,3.733979826709812
Finland,1969,15.11,508.3,70.0,3.7348788579660783
Finland,1970,15.04,509.6,71.0,3.7284471678487057
Finland,1971,15.32,510.8,72.0,3.736296815826667
Finland,1972,15.21,512.0,73.0,3.72917850927351
Finland,1973,15.06,513.2,74.0,3.747697207555772
Finland,1974,15.07,514.5,75.0,3.741550892931969
Finland,1975,15.27,515.7,76.0,3.7367409354329015
Finland,1976,15.62,516.9,77.0,3.714104425937175
Finland,1977,15.23,518.2,78.0,3.7458484933976526
Finland,1978,15.26,519.4,79.0,3.7281408291158673
Finland,1979,15.55,520.6,80.0,3.7295035319522847
Finland,1980,15.33,521.9,81.0,3.7357887145273945
Finland,1981,15.14,523.1,82.0,3.7402213194610794
Finland,1982,15.14,524.3,83.0,3.723587388579233
Finland,1983,15.58,525.5,84.0,3.751784325692
Finland,1984,15.51,526.8,85.0,3.735774203695783
Finland,1985,15.56,528.0,86.0,3.73924251645337
Finland,1986,15.44,529.2,87.0,3.746947921064328
Finland,1987,15.36,530.5,88.0,3.741710029200009
Finland,1988,15.45,531.7,89.0,3.729859234595622
Finland,1989,15.53,532.9,90.0,3.7351250900181214
Finland,1990,15.4,534.2,91.0,3.73501098194595
Finland,1991,15.63,535.4,92.0,3.74929638225448
Finland,1992,15.37,536.6,93.0,3.7287130595563434
Finland,1993,15.53,537.8,94.0,3.7423017919358568
Finland,1994,15.56,539.1,95.0,3.733790891824652
Finland,1995,15.51,540.3,96.0,3.739260610476258
Finland,1996,15.3,541.5,97.0,3.741021052980821
Finland,1997,15.72,542.8,98.0,3.73630568685234
Finland,1998,15.55,544.0,99.0,3.744038066676012
Finland,1999,15.88,545.2,100.0,3.722933878795343
Finland,2000,15.65,546.5,101.0,3.7464454998431047
Finland,2001,15.64,547.7,102.0,3.7433197936617546
Finland,2002,15.75,548.9,103.0,3.731749512056629
Finland,2003,15.92,550.1,104.0,3.730484860865927
Finland,2004,15.69,551.4,105.0,3.750667307516649
Finland,2005,15.95,552.6,106.0,3.715798133310349
Finland,2006,16.03,553.8,107.0,3.740631497065857
Finland,2007,15.98,555.1,108.0,3.724437302960847
Finland,2008,16.09,556.3,109.0,3.744661521225213
Finland,2009,16.06,557.5,110.0,3.7419338948737897
Finland,2010,16.11,558.8,111.0,3.727650439620418
Finland,2011,16.14,560.0,112.0,3.712807019638999
Finland,2012,15.95,561.2,113.0,3.738347818585196
Finland,2013,15.87,562.4,114.0,3.7545179005782296
Finland,2014,15.62,563.7,115.0,3.744049217881498
Finland,2015,15.78,564.9,116.0,3.725640462384287
Finland,2016,15.92,566.1,117.0,3.768465316907749
Finland,2017,15.95,567.4,118.0,3.739788057995309
Finland,2018,16.0,568.6,119.0,3.746401005659005
Finland,2019,15.9,569.8,120.0,3.731777462938057
Finland,2020,15.82,571.1,121.0,3.720151924875181
Finland,2021,16.06,572.3,122.0,3.7446313086133234
Finland,2022,16.07,573.5,123.0,3.746081002103403
France,1961,14.88,806.3,86.8,0.010431110474445084
France,1962,14.91,808.3,88.2,0.009628421667323101
France,1963,14.9,810.3,89.6,0.010005773258144253
France,1964,14.99,812.3,91.0,0.009833511271300993
France,1965,14.94,814.3,92.4,0.010612653616699403
France,1966,15.28,816.3,93.8,0.011010453921593976
France,1967,15.14,818.2,95.2,0.010167118543252833
France,1968,14.98,820.2,96.6,0.010337423874878177
France,1969,15.1,822.2,98.0,0.010927325145075759
France,1970,14.99,824.2,99.4,0.011646561668660618
France,1971,15.33,826.2,100.8,0.012453738897725657
France,1972,15.41,828.2,102.2,0.012258877955709378
France,1973,15.4,830.2,103.6,0.012861363774917612
France,1974,15.06,832.2,105.0,0.01251301751567838
France,1975,15.24,834.2,106.4,0.012590471264882048
France,1976,15.21,836.2,107.8,0.012622084770111106
France,1977,15.37,838.1,109.2,0.012730838839666466
France,1978,15.16,840.1,110.6,0.012671118102902017
France,1979,15.22,842.1,112.0,0.012971435287007692
France,1980,15.28,844.1,113.4,0.013387318807113361
France,1981,15.38,846.1,114.8,0.013492308975532013
France,1982,15.48,848.1,116.2,0.013041390647344728
France,1983,15.35,850.1,117.6,0.013205223781429912
France,1984,15.51,852.1,119.0,0.01372678780157157
France,1985,15.56,854.1,120.4,0.014703610331803152
France,1986,15.42,856.1,121.8,0.014896646226474632
France,1987,15.28,858.0,123.2,0.01494079626473297
France,1988,15.31,860.0,124.6,0.014741762112611582
France,1989,15.59,862.0,126.0,0.01519759301786286
France,1990,15.45,864.0,127.4,0.014647151499206656
France,1991,15.28,866.0,128.8,0.016196777182155262
France,1992,15.65,868.0,130.2,0.01543070417784984
France,1993,15.6,870.0,131.6,0.016278629007854394
France,1994,15.38,872.0,133.0,0.016291149954007503
France,1995,15.79,874.0,134.4,0.017638461151437215
France,1996,15.76,876.0,135.8,0.015208655290318392
France,1997,15.67,877.9,137.2,0.017295810669872312
France,1998,15.48,879.9,138.6,0.01709987046754861
France,1999,15.47,881.9,140.0,0.017508721246010273
France,2000,15.66,883.9,141.4,0.018467225739588363
France,2001,15.46,885.9,142.8,0.018709331853636536
France,2002,15.8,887.9,144.2,0.018752736545159375
France,2003,15.55,889.9,145.6,0.018808019327524777
France,2004,15.8,891.9,147.0,0.018683377711807
France,2005,15.75,893.9,148.4,0.01860485903189484
France,2006,15.92,895.9,149.8,0.019328203346727392
France,2007,15.69,897.8,151.2,0.019155656457911587
France,2008,15.89,899.8,152.6,0.02010254191453972
France,2009,15.66,901.8,154.0,0.02075902982386915
France,2010,16.0,903.8,155.4,0.020217076840525386
France,2011,15.88,905.8,156.8,0.021611659713763793
France,2012,15.99,907.8,158.2,0.020617489899073402
France,2013,15.74,909.8,159.6,0.021366707856128462
France,2014,16.03,911.8,161.0,0.02300083183824087
France,2015,16.02,913.8,162.4,0.022372374391236113
France,2016,16.05,915.8,163.8,0.023013755765025026
France,2017,16.06,917.7,165.2,0.023490309251368604
France,2018,16.0,919.7,166.6,0.022477721946227977
France,2019,16.23,921.7,168.0,0.023736091664962395
France,2020,16.04,923.7,169.4,0.024603963025899005
France,2021,15.97,925.7,170.8,0.023545027643250494
France,2022,16.09,927.7,172.2,0.025332415976633063
Gabon,1961,14.86,1702.8,172.2,0.3198474741296904
Gabon,1962,14.95,1707.0,172.2,0.1785606454603385
Gabon,1963,15.01,1711.2,172.2,0.1428129128790725
Gabon,1964,15.0,1715.4,172.2,0.3538424409816262
Gabon,1965,15.1,1719.6,172.2,0.4015526386274843
Gabon,1966,15.38,1723.8,172.2,0.6972051588001014
Gabon,1967,15.19,1728.0,172.2,1.7900631234125175
Gabon,1968,15.29,1732.2,172.2,3.425227805062948
Gabon,1969,15.07,1736.4,172.2,2.45796548744797
Gabon,1970,15.07,1740.7,172.2,3.475897604818916
Gabon,1971,15.12,1744.9,172.2,3.499935997696735
Gabon,1972,15.33,1749.1,172.2,3.4974098719464046
Gabon,1973,14.89,1753.3,172.2,3.5048407324502167
Gabon,1974,15.08,1757.5,172.2,3.5070152537441226
Gabon,1975,15.27,1761.7,172.2,3.52764952091868
Gabon,1976,15.24,1765.9,172.2,3.538218543984722
Gabon,1977,15.58,1770.1,172.2,3.5439970259185216
Gabon,1978,15.37,1774.3,172.2,3.5273566727282515
Gabon,1979,15.23,1778.5,172.2,3.5507197036418447
Gabon,1980,15.11,1782.7,172.2,3.536588811629767
Gabon,1981,15.31,1786.9,172.2,3.544228093497735
Gabon,1982,15.18,1791.1,172.2,3.557538671263479
Gabon,1983,15.47,1795.3,172.2,3.54952761190957
Gabon,1984,15.44,1799.5,172.2,3.5586802918319664
Gabon,1985,15.48,1803.7,172.2,3.5710108237551665
Gabon,1986,15.76,1807.9,172.2,3.587324710938504
Gabon,1987,15.33,1812.1,172.2,3.5878160953130536
Gabon,1988,15.46,1816.3,172.2,3.589969726612344
Gabon,1989,15.32,1820.5,172.2,3.597820227444364
Gabon,1990,15.51,1824.7,172.2,3.594150272144836
Gabon,1991,15.78,1828.9,172.2,3.590948065769655
Gabon,1992,15.64,1833.1,172.2,3.616550253418388
Gabon,1993,15.56,1837.3,172.2,3.617268576382492
Gabon,1994,15.63,1841.5,172.2,3.611226475023216
Gabon,1995,15.43,1845.7,172.2,3.608756548994098
Gabon,1996,15.57,1849.9,172.2,3.63579530449627
Gabon,1997,15.66,1854.1,172.2,3.625076750982613
Gabon,1998,15.68,1858.3,172.2,3.642627523366702
Gabon,1999,15.46,1862.5,172.2,3.6292837970073872
Gabon,2000,15.75,1866.7,172.2,3.646610270494764
Gabon,2001,15.76,1870.9,172.2,3.64647675094332
Gabon,2002,15.68,1875.1,172.2,3.661495349852101
Gabon,2003,15.76,1879.3,172.2,3.6517238696126553
Gabon,2004,15.55,1883.5,172.2,3.655915415373753
Gabon,2005,15.57,1887.7,172.2,3.656215754314848
Gabon,2006,15.83,1891.9,172.2,3.676712646909212
Gabon,2007,15.73,1896.1,172.2,3.239081038935196
Gabon,2008,15.85,1900.3,172.2,3.3291162430225194
Gabon,2009,15.99,1904.5,172.2,3.189116661120091
Gabon,2010,15.86,1908.7,172.2,3.2090364029405545
Gabon,2011,15.48,1912.9,172.2,3.061513586848124
Gabon,2012,15.9,1917.1,172.2,2.717027280263072
Gabon,2013,15.87,1921.3,172.2,2.70666709112861
Gabon,2014,15.92,1925.6,172.2,2.8579700710668363
Gabon,2015,16.11,1929.8,172.2,2.828365137260982
Gabon,2016,15.76,1934.0,172.2,2.6808012838265483
Gabon,2017,16.05,1938.2,172.2,2.546319579662386
Gabon,2018,16.26,1942.4,172.2,2.534840182803346
Gabon,2019,15.95,1946.6,172.2,2.479749513931415
Gabon,2020,16.13,1950.8,172.2,2.4262354218822315
Gabon,2021,16.23,1955.0,172.2,2.343240887840824
Gabon,2022,16.13,1959.2,172.2,2.379858741736973
Georgia,1992,15.46,954.2,172.2,2.6820387218545747
Georgia,1993,15.47,959.0,172.2,1.9096239757990416
Georgia,1994,15.71,963.8,172.2,1.1742511160596034
Georgia,1995,15.7,968.5,172.2,0.4542861324909696
Georgia,1996,15.51,973.3,172.2,0.8394377943999076
Georgia,1997,15.47,978.1,172.2,0.9432146701946588
Georgia,1998,15.48,982.9,172.2,1.0588394024791272
Georgia,1999,15.93,987.7,172.2,0.963614737406171
Georgia,2000,15.69,992.5,172.2,1.039484629374527
Georgia,2001,16.08,997.3,172.2,0.8892505558163396
Georgia,2002,15.82,1002.1,172.2,0.8026071254500288
Georgia,2003,15.82,1006.8,172.2,0.9135390016128462
Georgia,2004,15.82,1011.6,172.2,1.0377550588599458
Georgia,2005,15.94,1016.4,172.2,1.2532439493918546
Georgia,2006,15.67,1021.2,172.2,1.561214729057937
Georgia,2007,16.15,1026.0,172.2,1.6591912255410777
Georgia,2008,15.83,1030.8,172.2,1.4396037004364797
Georgia,2009,15.76,1035.6,172.2,1.5682614948704583
Georgia,2010,15.93,1040.4,172.2,1.6267706166779357
Georgia,2011,16.07,1045.2,172.2,2.0250332036584417
Georgia,2012,15.77,1049.9,172.2,2.1568454052655364
Georgia,2013,16.02,1054.7,172.2,2.1215784350279265
Georgia,2014,15.85,1059.5,172.2,2.3878623412381472
Georgia,2015,15.9,1064.3,172.2,2.587709466538682
Georgia,2016,15.92,1069.1,172.2,2.6570992267707507
Georgia,2017,16.12,1073.9,172.2,2.6637226429826364
Georgia,2018,15.86,1078.7,172.2,2.609579116656429
Georgia,2019,16.07,1083.5,172.2,2.7707751892380577
Georgia,2020,16.01,1088.2,172.2,2.7330537159160606
Georgia,2021,15.95,1093.0,172.2,2.8376515066560906
Georgia,2022,15.92,1097.8,172.2,3.1521593406013757
Germany,1961,14.82,651.0,80.6,0.009641148533373325
Germany,1962,14.77,652.6,81.9,0.010968479562376116
Germany,1963,15.17,654.2,83.2,0.010012075781338904
Germany,1964,15.02,655.8,84.5,0.011048039070359894
Germany,1965,15.1,657.4,85.8,0.011409390402961198
Germany,1966,15.27,659.0,87.1,0.010567084815196127
Germany,1967,14.93,660.6,88.4,0.01101535868094198
Germany,1968,14.98,662.2,89.7,0.010880831029659354
Germany,1969,15.18,663.9,91.0,0.011123180310520751
Germany,1970,14.89,665.5,92.3,0.011057108155068605
Germany,1971,15.09,667.1,93.6,0.011389043666543128
Germany,1972,15.06,668.7,94.9,0.011924079420023343
Germany,1973,15.27,670.3,96.2,0.01197645716717017
Germany,1974,15.17,671.9,97.5,0.01245285115789184
Germany,1975,15.55,673.5,98.8,0.0127769732783647
Germany,1976,15.41,675.1,100.1,0.012639994844878995
Germany,1977,15.16,676.7,101.4,0.012365284272770859
Germany,1978,15.25,678.3,102.7,0.012177269042085737
Germany,1979,15.27,679.9,104.0,0.01240347061682515
Germany,1980,15.84,681.5,105.3,0.013484793816353364
Germany,1981,15.13,683.1,106.6,0.01409747669599739
Germany,1982,15.41,684.7,107.9,0.01387999687695131
Germany,1983,15.08,686.3,109.2,0.013739839226567041
Germany,1984,15.41,688.0,110.5,0.014677810029477644
Germany,1985,15.72,689.6,111.8,0.013666243166055787
Germany,1986,15.39,691.2,113.1,0.014531153149093068
Germany,1987,15.63,692.8,114.4,0.014676693375826791
Germany,1988,15.48,694.4,115.7,0.015417622186883879
Germany,1989,15.44,696.0,117.0,0.015509797179417351
Germany,1990,15.49,697.6,118.3,0.01582414199345979
Germany,1991,15.45,699.2,119.6,0.015472580315612532
Germany,1992,15.47,700.8,120.9,0.01518297264024852
Germany,1993,15.38,702.4,122.2,0.015856344925288153
Germany,1994,15.82,704.0,123.5,0.016736570167131433
Germany,1995,15.55,705.6,124.8,0.01631685694558216
Germany,1996,15.68,707.2,126.1,0.016319045641515116
Germany,1997,15.52,708.8,127.4,0.016787057099455993
Germany,1998,15.83,710.4,128.7,0.017323462345960824
Germany,1999,15.64,712.0,130.0,0.01749326364942025
Germany,2000,15.69,713.7,131.3,0.01745401586123145
Germany,2001,15.45,715.3,132.6,0.017845032002273668
Germany,2002,15.8,716.9,133.9,0.019437386545087493
Germany,2003,16.03,718.5,135.2,0.01910542334130548
Germany,2004,15.65,720.1,136.5,0.01905687675850214
Germany,2005,15.72,721.7,137.8,0.019888351109471056
Germany,2006,15.64,723.3,139.1,0.01949629830842127
Germany,2007,15.85,724.9,140.4,0.020041812341369678
Germany,2008,15.86,726.5,141.7,0.019097474057344563
Germany,2009,15.97,728.1,143.0,0.020153478124469666
Germany,2010,15.97,729.7,144.3,0.020370598018389443
Germany,2011,15.78,731.3,145.6,0.021804592200105444
Germany,2012,15.95,732.9,146.9,0.020126145583584627
Germany,2013,15.89,734.5,148.2,0.021490231087935747
Germany,2014,15.79,736.1,149.5,0.021553972732236235
Germany,2015,15.95,737.8,150.8,0.022369940250904396
Germany,2016,16.56,739.4,152.1,0.022284916299966137
Germany,2017,16.36,741.0,153.4,0.023523247188305136
Germany,2018,16.05,742.6,154.7,0.02290828555566952
Germany,2019,16.31,744.2,156.0,0.024425163190500754
Germany,2020,16.06,745.8,157.3,0.02455585697679618
Germany,2021,16.07,747.4,158.6,0.023515499120829154
Germany,2022,15.81,749.0,159.9,0.025154773994585385
Ghana,1961,14.86,1103.9,99.2,0.1945451435994101
Ghana,1962,14.9,1106.6,100.8,0.2061510736147777
